courseNumber;matnr
6100320;6821632
6100320;6821629
6100320;6821626
6100320;6821624
6100320;6821613
6100320;6821604
6100320;6821602
6100320;6821593
6100320;6821591
6100320;6821588
6100320;6821587
6100320;6821585
6100320;6821575
6100320;6821571
6100320;6821563
6100320;6820650
6100320;6820643
6100320;6820637
6100320;6820632
6100320;6820629
6100320;6820628
6100320;6820627
6100320;6820607
6100320;6820594
6100320;6820593
6100320;6820588
6100320;6820580
6100320;6820579
6100320;6820570
6100320;6819660
6100320;6819645
6100320;6819625
6100320;6819618
6100320;6819600
6100320;6819595
6100320;6819591
6100320;6818639
6100320;6818618
6100400;6821664
6100400;6821652
6100400;6821640
6100400;6821637
6100400;6821587
6100400;6820570
6100510;6822965
6100510;6822964
6100510;6822963
6100510;6822673
6100510;6822671
6100510;6822670
6100510;6822669
6100510;6822668
6100510;6822667
6100510;6822666
6100510;6822665
6100510;6822664
6100510;6822662
6100510;6822661
6100510;6822660
6100510;6822659
6100510;6822658
6100510;6822657
6100510;6822656
6100510;6822654
6100510;6822653
6100510;6822652
6100510;6822651
6100510;6822650
6100510;6822647
6100510;6822646
6100510;6822645
6100510;6822644
6100510;6822643
6100510;6822642
6100510;6822641
6100510;6822640
6100510;6822638
6100510;6822637
6100510;6822636
6100510;6822635
6100510;6822634
6100510;6822632
6100510;6822630
6100510;6822629
6100510;6822627
6100510;6822626
6100510;6822625
6100510;6822624
6100510;6822623
6100510;6822622
6100510;6822620
6100510;6822619
6100510;6822618
6100510;6822617
6100510;6822616
6100510;6822612
6100510;6822610
6100510;6822609
6100510;6822608
6100510;6822607
6100510;6822606
6100510;6822605
6100510;6822604
6100510;6822603
6100510;6822601
6100510;6822600
6100510;6822599
6100510;6822598
6100510;6822597
6100510;6822596
6100510;6822595
6100510;6822594
6100510;6822593
6100510;6822592
6100510;6822591
6100510;6822590
6100510;6822588
6100510;6822587
6100510;6822586
6100510;6822585
6100510;6822584
6100510;6822583
6100510;6822582
6100510;6822581
6100510;6822580
6100510;6822579
6100510;6822578
6100510;6822577
6100510;6822576
6100510;6822575
6100510;6822574
6100510;6822573
6100510;6822571
6100510;6822570
6100510;6822569
6100510;6822566
6100510;6822565
6100510;6822564
6100510;6821670
6100510;6821669
6100510;6821666
6100510;6821664
6100510;6821663
6100510;6821656
6100510;6821652
6100510;6821649
6100510;6821647
6100510;6821646
6100510;6821640
6100510;6821633
6100510;6821631
6100510;6821627
6100510;6821626
6100510;6821624
6100510;6821618
6100510;6821611
6100510;6821591
6100510;6821590
6100510;6821587
6100510;6820668
6100510;6820627
6100510;6820588
6100510;6819600
6100510;6818639
6100600;6822673
6100600;6822671
6100600;6822670
6100600;6822669
6100600;6822668
6100600;6822667
6100600;6822666
6100600;6822664
6100600;6822662
6100600;6822661
6100600;6822660
6100600;6822659
6100600;6822658
6100600;6822657
6100600;6822654
6100600;6822653
6100600;6822652
6100600;6822651
6100600;6822650
6100600;6822649
6100600;6822647
6100600;6822646
6100600;6822645
6100600;6822644
6100600;6822643
6100600;6822642
6100600;6822641
6100600;6822640
6100600;6822638
6100600;6822637
6100600;6822636
6100600;6822635
6100600;6822634
6100600;6822632
6100600;6822630
6100600;6822629
6100600;6822627
6100600;6822626
6100600;6822625
6100600;6822624
6100600;6822623
6100600;6822622
6100600;6822620
6100600;6822619
6100600;6822618
6100600;6822617
6100600;6822616
6100600;6822612
6100600;6822611
6100600;6822610
6100600;6822609
6100600;6822608
6100600;6822607
6100600;6822606
6100600;6822605
6100600;6822604
6100600;6822603
6100600;6822601
6100600;6822600
6100600;6822599
6100600;6822598
6100600;6822597
6100600;6822596
6100600;6822594
6100600;6822593
6100600;6822592
6100600;6822591
6100600;6822590
6100600;6822588
6100600;6822587
6100600;6822585
6100600;6822584
6100600;6822583
6100600;6822582
6100600;6822581
6100600;6822580
6100600;6822579
6100600;6822578
6100600;6822577
6100600;6822576
6100600;6822575
6100600;6822574
6100600;6822573
6100600;6822571
6100600;6822570
6100600;6822569
6100600;6822566
6100600;6822565
6100600;6822564
6100600;6821664
6100600;6821663
6100600;6821652
6100600;6821647
6100600;6821646
6100600;6821636
6100600;6821627
6100600;6821611
6100600;6821591
6100600;6821587
6100600;6820650
6100600;6820640
6100600;6820628
6100600;6820627
6100600;6820616
6100600;6819660
6100600;6819600
6100600;6818639
6100710;6821669
6100710;6821664
6100710;6821654
6100710;6821652
6100710;6821646
6100710;6821640
6100710;6821636
6100710;6821632
6100710;6821624
6100710;6821608
6100710;6821605
6100710;6821602
6100710;6821591
6100710;6821587
6100710;6821580
6100710;6821563
6100710;6820667
6100710;6820627
6100710;6820607
6100710;6820588
6100710;6820570
6100710;6819625
6100820;6822673
6100820;6822671
6100820;6822670
6100820;6822669
6100820;6822668
6100820;6822667
6100820;6822666
6100820;6822664
6100820;6822662
6100820;6822661
6100820;6822660
6100820;6822659
6100820;6822658
6100820;6822657
6100820;6822656
6100820;6822654
6100820;6822653
6100820;6822652
6100820;6822651
6100820;6822650
6100820;6822649
6100820;6822647
6100820;6822646
6100820;6822645
6100820;6822644
6100820;6822643
6100820;6822642
6100820;6822641
6100820;6822640
6100820;6822638
6100820;6822637
6100820;6822636
6100820;6822635
6100820;6822634
6100820;6822632
6100820;6822630
6100820;6822629
6100820;6822627
6100820;6822626
6100820;6822625
6100820;6822624
6100820;6822623
6100820;6822622
6100820;6822620
6100820;6822619
6100820;6822618
6100820;6822617
6100820;6822616
6100820;6822612
6100820;6822610
6100820;6822609
6100820;6822608
6100820;6822607
6100820;6822606
6100820;6822605
6100820;6822604
6100820;6822603
6100820;6822601
6100820;6822600
6100820;6822599
6100820;6822598
6100820;6822597
6100820;6822596
6100820;6822594
6100820;6822593
6100820;6822592
6100820;6822591
6100820;6822590
6100820;6822588
6100820;6822587
6100820;6822586
6100820;6822585
6100820;6822584
6100820;6822583
6100820;6822582
6100820;6822581
6100820;6822580
6100820;6822579
6100820;6822578
6100820;6822577
6100820;6822576
6100820;6822575
6100820;6822574
6100820;6822573
6100820;6822571
6100820;6822570
6100820;6822569
6100820;6822566
6100820;6822565
6100820;6822564
6100820;6821669
6100820;6821664
6100820;6821659
6100820;6821656
6100820;6821652
6100820;6821651
6100820;6821649
6100820;6821647
6100820;6821646
6100820;6821640
6100820;6821637
6100820;6821635
6100820;6821633
6100820;6821631
6100820;6821627
6100820;6821613
6100820;6821611
6100820;6821597
6100820;6821591
6100820;6821590
6100820;6821587
6100820;6821572
6100820;6821569
6100820;6820652
6100820;6820647
6100820;6820623
6100820;6820596
6100820;6820593
6100820;6820588
6100820;6820570
6100820;6819969
6100820;6819666
6100820;6819633
6100820;6818963
6100820;6818639
6100820;6818631
6100920;6820966
6100920;6820660
6100920;6820652
6100920;6820651
6100920;6820650
6100920;6820642
6100920;6820636
6100920;6820632
6100920;6820629
6100920;6820628
6100920;6820625
6100920;6820622
6100920;6820612
6100920;6820606
6100920;6820599
6100920;6820596
6100920;6820594
6100920;6820593
6100920;6820592
6100920;6820579
6100920;6820574
6100920;6820572
6100920;6819666
6100920;6819635
6100920;6819634
6100920;6819564
6100920;6818667
6100920;6818650
6100920;6818639
6101210;6821665
6101210;6821664
6101210;6821663
6101210;6821651
6101210;6821647
6101210;6821642
6101210;6821640
6101210;6821639
6101210;6821637
6101210;6821635
6101210;6821633
6101210;6821632
6101210;6821631
6101210;6821630
6101210;6821629
6101210;6821626
6101210;6821624
6101210;6821622
6101210;6821621
6101210;6821620
6101210;6821619
6101210;6821617
6101210;6821616
6101210;6821609
6101210;6821607
6101210;6821606
6101210;6821605
6101210;6821604
6101210;6821603
6101210;6821601
6101210;6821599
6101210;6821596
6101210;6821590
6101210;6821588
6101210;6821587
6101210;6821584
6101210;6821580
6101210;6821579
6101210;6821578
6101210;6821577
6101210;6821576
6101210;6821575
6101210;6821573
6101210;6821572
6101210;6821571
6101210;6821570
6101210;6821569
6101210;6821566
6101210;6821565
6101210;6820667
6101210;6820652
6101210;6820632
6101210;6820628
6101210;6820627
6101210;6820616
6101210;6820607
6101210;6820594
6101210;6820588
6101210;6820580
6101210;6820579
6101210;6820570
6101210;6819664
6101210;6819640
6101210;6819635
6101210;6819625
6101210;6819618
6101210;6819600
6101210;6819595
6101210;6819579
6101210;6819577
6101210;6819565
6101210;6818639
6101210;6818575
6101210;6817611
6101400;6821629
6101400;6820652
6101400;6820647
6101400;6820632
6101400;6820628
6101400;6820617
6101400;6820602
6101400;6820598
6101400;6820592
6101400;6820590
6101400;6820581
6101400;6820579
6101400;6820573
6101400;6820572
6101400;6820571
6101400;6819625
6101400;6819595
6101400;6819594
6101400;6818667
6101400;6817665
6101400;6817613
6101510;6820658
6101510;6820652
6101510;6820650
6101510;6820646
6101510;6820642
6101510;6820636
6101510;6820632
6101510;6820629
6101510;6820628
6101510;6820625
6101510;6820622
6101510;6820612
6101510;6820599
6101510;6820596
6101510;6820594
6101510;6820593
6101510;6820581
6101510;6820579
6101510;6820574
6101510;6819645
6101510;6819625
6101510;6818639
6101510;6818577
6101510;6818575
6101510;6817613
6101600;6822965
6101600;6822963
6101600;6821670
6101600;6821666
6101600;6821665
6101600;6821664
6101600;6821663
6101600;6821659
6101600;6821657
6101600;6821656
6101600;6821655
6101600;6821654
6101600;6821651
6101600;6821649
6101600;6821647
6101600;6821644
6101600;6821643
6101600;6821642
6101600;6821640
6101600;6821639
6101600;6821637
6101600;6821633
6101600;6821631
6101600;6821630
6101600;6821629
6101600;6821626
6101600;6821624
6101600;6821622
6101600;6821621
6101600;6821620
6101600;6821619
6101600;6821618
6101600;6821617
6101600;6821616
6101600;6821613
6101600;6821611
6101600;6821609
6101600;6821608
6101600;6821607
6101600;6821606
6101600;6821605
6101600;6821604
6101600;6821603
6101600;6821602
6101600;6821601
6101600;6821599
6101600;6821597
6101600;6821596
6101600;6821593
6101600;6821590
6101600;6821588
6101600;6821585
6101600;6821584
6101600;6821580
6101600;6821579
6101600;6821578
6101600;6821577
6101600;6821576
6101600;6821575
6101600;6821573
6101600;6821572
6101600;6821571
6101600;6821570
6101600;6821569
6101600;6821568
6101600;6821566
6101600;6821565
6101600;6821563
6101600;6820650
6101600;6820640
6101600;6820632
6101600;6820628
6101600;6820627
6101600;6820616
6101600;6820607
6101600;6819645
6101600;6819635
6101600;6819625
6101600;6819585
6101600;6819565
6101810;6822963
6101810;6822648
6101810;6821666
6101810;6821664
6101810;6821657
6101810;6821652
6101810;6821647
6101810;6821646
6101810;6821644
6101810;6821643
6101810;6821640
6101810;6821636
6101810;6821635
6101810;6821633
6101810;6821632
6101810;6821629
6101810;6821602
6101810;6821588
6101810;6821587
6101810;6821571
6101810;6821570
6101810;6821568
6101810;6821563
6101810;6821018
6101810;6820650
6101810;6820643
6101810;6820637
6101810;6820632
6101810;6820628
6101810;6820627
6101810;6820616
6101810;6820607
6101810;6820605
6101810;6820593
6101810;6820580
6101810;6820579
6101810;6820570
6101810;6819664
6101810;6819625
6101810;6819595
6101810;6819591
6101810;6819589
6101810;6819585
6101810;6819577
6101810;6818639
6101810;6818618
6102010;6821669
6102010;6821665
6102010;6821664
6102010;6821659
6102010;6821657
6102010;6821656
6102010;6821655
6102010;6821651
6102010;6821649
6102010;6821647
6102010;6821644
6102010;6821643
6102010;6821642
6102010;6821640
6102010;6821639
6102010;6821636
6102010;6821635
6102010;6821633
6102010;6821632
6102010;6821631
6102010;6821630
6102010;6821629
6102010;6821626
6102010;6821624
6102010;6821622
6102010;6821621
6102010;6821620
6102010;6821619
6102010;6821618
6102010;6821617
6102010;6821616
6102010;6821615
6102010;6821613
6102010;6821611
6102010;6821609
6102010;6821608
6102010;6821607
6102010;6821606
6102010;6821605
6102010;6821604
6102010;6821603
6102010;6821601
6102010;6821599
6102010;6821597
6102010;6821596
6102010;6821593
6102010;6821590
6102010;6821588
6102010;6821587
6102010;6821585
6102010;6821584
6102010;6821580
6102010;6821579
6102010;6821578
6102010;6821577
6102010;6821576
6102010;6821575
6102010;6821573
6102010;6821572
6102010;6821571
6102010;6821569
6102010;6821568
6102010;6821566
6102010;6821564
6102010;6821563
6102010;6820652
6102010;6820640
6102010;6820627
6102010;6820616
6102010;6820593
6102010;6820579
6102010;6819635
6102010;6819577
6102010;6817633
6102110;6820646
6102110;6820628
6102110;6820599
6102110;6820594
6102110;6820592
6102110;6820579
6102110;6819625
6102210;6822966
6102210;6822965
6102210;6822648
6102210;6821669
6102210;6821665
6102210;6821664
6102210;6821663
6102210;6821659
6102210;6821656
6102210;6821655
6102210;6821654
6102210;6821652
6102210;6821651
6102210;6821649
6102210;6821647
6102210;6821646
6102210;6821644
6102210;6821643
6102210;6821642
6102210;6821640
6102210;6821639
6102210;6821637
6102210;6821636
6102210;6821635
6102210;6821633
6102210;6821632
6102210;6821631
6102210;6821630
6102210;6821629
6102210;6821626
6102210;6821624
6102210;6821622
6102210;6821621
6102210;6821620
6102210;6821619
6102210;6821617
6102210;6821616
6102210;6821615
6102210;6821613
6102210;6821611
6102210;6821609
6102210;6821608
6102210;6821607
6102210;6821606
6102210;6821605
6102210;6821604
6102210;6821603
6102210;6821601
6102210;6821599
6102210;6821596
6102210;6821593
6102210;6821590
6102210;6821588
6102210;6821585
6102210;6821584
6102210;6821580
6102210;6821579
6102210;6821578
6102210;6821577
6102210;6821576
6102210;6821575
6102210;6821574
6102210;6821573
6102210;6821572
6102210;6821571
6102210;6821570
6102210;6821569
6102210;6821568
6102210;6821566
6102210;6821565
6102210;6821564
6102210;6820964
6102210;6820667
6102210;6820661
6102210;6820652
6102210;6820643
6102210;6820628
6102210;6820627
6102210;6820616
6102210;6820602
6102210;6820594
6102210;6820588
6102210;6819969
6102210;6819664
6102210;6819640
6102210;6819625
6102210;6819600
6102210;6819595
6102210;6819566
6102210;6819565
6102210;6819564
6102210;6818963
6102210;6818639
6102310;6822966
6102310;6822965
6102310;6822963
6102310;6822673
6102310;6822671
6102310;6822670
6102310;6822669
6102310;6822668
6102310;6822667
6102310;6822666
6102310;6822665
6102310;6822664
6102310;6822662
6102310;6822661
6102310;6822660
6102310;6822659
6102310;6822658
6102310;6822657
6102310;6822656
6102310;6822654
6102310;6822653
6102310;6822652
6102310;6822651
6102310;6822650
6102310;6822649
6102310;6822648
6102310;6822647
6102310;6822646
6102310;6822645
6102310;6822644
6102310;6822643
6102310;6822642
6102310;6822641
6102310;6822640
6102310;6822638
6102310;6822637
6102310;6822636
6102310;6822635
6102310;6822634
6102310;6822632
6102310;6822630
6102310;6822629
6102310;6822627
6102310;6822626
6102310;6822625
6102310;6822624
6102310;6822623
6102310;6822622
6102310;6822620
6102310;6822619
6102310;6822618
6102310;6822617
6102310;6822616
6102310;6822612
6102310;6822611
6102310;6822610
6102310;6822609
6102310;6822608
6102310;6822607
6102310;6822606
6102310;6822605
6102310;6822604
6102310;6822603
6102310;6822601
6102310;6822600
6102310;6822599
6102310;6822597
6102310;6822596
6102310;6822595
6102310;6822594
6102310;6822593
6102310;6822592
6102310;6822591
6102310;6822590
6102310;6822588
6102310;6822587
6102310;6822586
6102310;6822585
6102310;6822584
6102310;6822583
6102310;6822582
6102310;6822581
6102310;6822580
6102310;6822579
6102310;6822578
6102310;6822577
6102310;6822576
6102310;6822575
6102310;6822574
6102310;6822573
6102310;6822571
6102310;6822570
6102310;6822569
6102310;6822566
6102310;6822565
6102310;6822564
6102310;6821664
6102310;6821652
6102310;6820640
6102310;6818639
6102600;6820969
6102600;6820966
6102600;6820965
6102600;6820637
6102600;6820636
6102600;6820593
6102600;6820580
6102600;6819666
6102600;6819660
6102600;6819659
6102600;6819658
6102600;6819653
6102600;6819647
6102600;6819642
6102600;6819641
6102600;6819639
6102600;6819634
6102600;6819633
6102600;6819628
6102600;6819624
6102600;6819623
6102600;6819619
6102600;6819617
6102600;6819613
6102600;6819612
6102600;6819611
6102600;6819609
6102600;6819608
6102600;6819605
6102600;6819604
6102600;6819602
6102600;6819601
6102600;6819599
6102600;6819598
6102600;6819594
6102600;6819593
6102600;6819592
6102600;6819591
6102600;6819586
6102600;6819583
6102600;6819581
6102600;6819577
6102600;6819576
6102600;6819575
6102600;6819570
6102600;6819568
6102600;6819566
6102600;6819564
6102600;6819563
6102600;6818618
6102600;6818586
6102600;6817613
6102600;6816644
6102700;6822966
6102700;6822963
6102700;6822648
6102700;6821670
6102700;6821669
6102700;6821666
6102700;6821665
6102700;6821664
6102700;6821663
6102700;6821659
6102700;6821657
6102700;6821656
6102700;6821655
6102700;6821654
6102700;6821652
6102700;6821651
6102700;6821649
6102700;6821646
6102700;6821644
6102700;6821643
6102700;6821642
6102700;6821640
6102700;6821639
6102700;6821637
6102700;6821635
6102700;6821633
6102700;6821630
6102700;6821626
6102700;6821624
6102700;6821622
6102700;6821621
6102700;6821620
6102700;6821619
6102700;6821618
6102700;6821617
6102700;6821616
6102700;6821615
6102700;6821613
6102700;6821611
6102700;6821609
6102700;6821608
6102700;6821607
6102700;6821606
6102700;6821605
6102700;6821604
6102700;6821603
6102700;6821601
6102700;6821599
6102700;6821597
6102700;6821596
6102700;6821593
6102700;6821591
6102700;6821590
6102700;6821588
6102700;6821587
6102700;6821585
6102700;6821584
6102700;6821580
6102700;6821579
6102700;6821578
6102700;6821577
6102700;6821576
6102700;6821575
6102700;6821573
6102700;6821572
6102700;6821571
6102700;6821569
6102700;6821568
6102700;6821566
6102700;6821565
6102700;6821564
6102700;6821563
6102700;6820964
6102700;6820640
6102700;6820627
6102700;6820616
6102700;6819645
6102700;6819565
6102700;6818639
6104201;6820969
6104201;6819966
6104201;6819660
6104201;6819658
6104201;6819650
6104201;6819641
6104201;6819628
6104201;6819619
6104201;6819609
6104201;6819608
6104201;6819596
6104201;6819576
6104201;6818618
6106202;6821017
6106202;6821014
6106202;6820968
6106202;6820965
6106202;6819659
6106202;6819653
6106202;6819647
6106202;6819642
6106202;6819639
6106202;6819634
6106202;6819630
6106202;6819617
6106202;6819612
6106202;6819611
6106202;6819607
6106202;6819605
6106202;6819598
6106202;6819594
6106202;6819593
6106202;6819592
6106202;6819591
6106202;6819586
6106202;6819583
6106202;6819581
6106202;6819579
6106202;6819577
6106202;6819575
6106202;6819570
6106202;6819564
6108100;6820637
6108100;6819615
6108100;6819604
6108100;6818674
6108100;6818568
6108100;6817665
6108201;6819618
6108201;6819615
6108201;6817665
6108202;6821018
6108202;6821013
6108202;6820966
6108202;6820637
6108202;6819637
6108202;6819633
6108202;6819624
6108202;6819623
6108202;6819618
6108202;6819615
6108202;6819613
6108202;6819604
6108202;6819602
6108202;6819601
6108202;6819589
6108202;6819588
6108202;6819584
6108202;6819572
6108202;6819568
6108202;6819563
6108202;6818674
6108202;6818606
